  1.570796e-02   2.143001e-10   0.000000e+00   8.639055e-11   6
  2.221441e-02   9.705245e-11   0.000000e+00   1.937532e-11   12
  2.720699e-02   5.939824e-11   2.980232e-10   1.212627e-11   8
  3.141593e-02   1.669841e-10   0.000000e+00   1.797210e-11   6
  3.512407e-02   1.007406e-10   5.619580e-10   3.211215e-11   24
  3.847649e-02   1.279337e-10   5.619580e-10   2.162018e-11   24
  4.635387e-02   5.060450e-11   1.217504e-03   9.133747e-12   42
  4.967294e-02   6.166734e-11   0.000000e+00   1.356213e-11   24
  5.209742e-02   5.373846e-11   9.733398e-10   1.334129e-11   24
  5.608040e-02   5.241992e-11   9.621049e-04   5.632212e-12   32
  5.877382e-02   4.558882e-11   0.000000e+00   6.423625e-12   48
  6.283185e-02   5.144908e-11   0.000000e+00   2.263124e-11   6
  6.557030e-02   3.885591e-11   9.291969e-04   3.650137e-12   84
  6.935879e-02   4.087128e-11   8.893614e-04   6.216966e-12   48
  7.254758e-02   3.053663e-11   7.985346e-04   3.094664e-12   72
  7.695299e-02   3.037547e-11   1.123916e-09   4.748665e-12   24
  7.963774e-02   2.073475e-11   7.087081e-04   1.902106e-12   102
  8.367643e-02   2.374000e-11   1.370308e-03   2.412208e-12   104
  8.603606e-02   1.507649e-11   0.000000e+00   2.208500e-12   48
  9.068541e-02   1.309131e-11   9.092824e-04   1.175497e-12   108
  9.343657e-02   1.762043e-11   6.413175e-04   1.847080e-12   78
  9.650974e-02   1.720293e-11   5.553727e-04   1.615138e-12   96
  1.007521e-01   1.297584e-11   7.827476e-04   9.848574e-13   168
  1.046631e-01   1.249433e-11   9.466177e-04   1.297508e-12   120
  1.065366e-01   1.157105e-11   0.000000e+00   1.776138e-12   48
  1.109423e-01   1.118123e-11   9.164765e-04   9.621914e-13   194
  1.147571e-01   9.637518e-12   7.498405e-04   7.708087e-13   192
  1.180701e-01   1.161946e-11   5.224442e-04   9.710752e-13   96
  1.203984e-01   7.767505e-12   4.446482e-04   7.348173e-13   96
  1.233385e-01   8.159192e-12   6.559487e-04   6.637642e-13   174
  1.272878e-01   8.584527e-12   6.453399e-04   6.009445e-13   216
  1.304784e-01   6.835275e-12   6.685951e-04   4.702439e-13   192
  1.345850e-01   6.956497e-12   7.087816e-04   4.790684e-13   204
  1.374813e-01   5.320515e-12   9.706973e-04   3.357638e-13   224
  1.414909e-01   6.826693e-12   5.479655e-04   5.261143e-13   174
  1.446033e-01   5.658509e-12   1.053365e-03   3.225093e-13   288
  1.484650e-01   4.779813e-12   5.185518e-04   2.896074e-13   288
  1.514788e-01   4.231973e-12   1.000184e-03   3.038211e-13   192
  1.554236e-01   4.455292e-12   7.319331e-04   2.650286e-13   252
  1.579196e-01   4.293249e-12   4.361590e-04   2.720912e-13   246
  1.613100e-01   3.750777e-12   8.276231e-04   2.234786e-13   312
  1.643345e-01   3.739130e-12   5.346625e-04   1.940645e-13   248
  1.684860e-01   2.999455e-12   1.131025e-03   1.468260e-13   432
  1.718304e-01   3.665646e-12   9.472090e-04   2.512951e-13   198
  1.751353e-01   3.675980e-12   1.145604e-03   1.679658e-13   456
  1.789950e-01   2.968380e-12   6.685341e-04   1.815123e-13   324
  1.817267e-01   2.850650e-12   7.914724e-04   1.575554e-13   312
  1.851131e-01   2.668803e-12   9.927979e-04   1.380220e-13   408
  1.893262e-01   2.515046e-12   9.168549e-04   1.262006e-13   414
  1.922237e-01   2.164433e-12   7.933788e-04   1.091862e-13   392
  1.951891e-01   2.684103e-12   8.939032e-04   1.344578e-13   408
  1.990919e-01   2.390147e-12   9.488231e-04   1.088870e-13   444
  2.020561e-01   2.258940e-12   7.670392e-04   1.110598e-13   360
  2.058410e-01   2.054690e-12   1.052783e-03   7.766072e-14   678
  2.098438e-01   2.125550e-12   6.748154e-04   1.208664e-13   360
  2.129201e-01   1.815539e-12   1.111301e-03   8.011357e-14   648
  2.158529e-01   1.764008e-12   5.136230e-04   1.138860e-13   288
  2.195886e-01   1.672688e-12   9.568926e-04   6.340242e-14   686
  2.231016e-01   1.656946e-12   7.114303e-04   8.144672e-14   444
  2.262783e-01   1.517031e-12   9.881180e-04   5.928573e-14   696
  2.294381e-01   1.576169e-12   9.387623e-04   7.320019e-14   408
  2.328670e-01   1.353865e-12   9.712657e-04   5.149244e-14   648
  2.364370e-01   1.499239e-12   8.503906e-04   6.476440e-14   582
