  1.570796e-02   9.437998e-11   0.000000e+00   3.804489e-11   6
  2.221441e-02   4.283363e-11   0.000000e+00   8.551140e-12   12
  2.720699e-02   2.628925e-11   2.980232e-10   5.366130e-12   8
  3.141593e-02   7.392933e-11   0.000000e+00   7.955661e-12   6
  3.512407e-02   4.461475e-11   5.619580e-10   1.422315e-11   24
  3.847649e-02   5.669146e-11   5.619580e-10   9.576833e-12   24
  4.635387e-02   2.241061e-11   1.217504e-03   4.047118e-12   42
  4.967294e-02   2.727574e-11   0.000000e+00   6.003061e-12   24
  5.209742e-02   2.375739e-11   9.733398e-10   5.897821e-12   24
  5.608040e-02   2.314777e-11   9.621049e-04   2.487355e-12   32
  5.877382e-02   2.011597e-11   0.000000e+00   2.833933e-12   48
  6.283185e-02   2.270899e-11   0.000000e+00   9.987433e-12   6
  6.557030e-02   1.711937e-11   9.291969e-04   1.607697e-12   84
  6.935879e-02   1.798814e-11   8.893614e-04   2.736786e-12   48
  7.254758e-02   1.344281e-11   7.985346e-04   1.362974e-12   72
  7.695299e-02   1.334755e-11   1.123916e-09   2.089666e-12   24
  7.963774e-02   9.125344e-12   7.087081e-04   8.371991e-13   102
  8.367643e-02   1.045050e-11   1.370308e-03   1.061634e-12   104
  8.603606e-02   6.645516e-12   0.000000e+00   9.728104e-13   48
  9.068541e-02   5.765178e-12   9.092824e-04   5.176700e-13   108
  9.343657e-02   7.768483e-12   6.413175e-04   8.135938e-13   78
  9.650974e-02   7.565552e-12   5.553727e-04   7.097965e-13   96
  1.007521e-01   5.717964e-12   7.827476e-04   4.338072e-13   168
  1.046631e-01   5.502399e-12   9.466177e-04   5.715558e-13   120
  1.065366e-01   5.097334e-12   0.000000e+00   7.829030e-13   48
  1.109423e-01   4.911616e-12   9.164765e-04   4.228667e-13   194
  1.147571e-01   4.229782e-12   7.498405e-04   3.382074e-13   192
  1.180701e-01   5.091560e-12   5.224442e-04   4.256841e-13   96
  1.203984e-01   3.401900e-12   4.446482e-04   3.220450e-13   96
  1.233385e-01   3.573455e-12   6.559487e-04   2.908140e-13   174
  1.272878e-01   3.751704e-12   6.453399e-04   2.622054e-13   216
  1.304784e-01   2.985725e-12   6.685951e-04   2.053056e-13   192
  1.345850e-01   3.037029e-12   7.087816e-04   2.089864e-13   204
  1.374813e-01   2.319174e-12   9.706973e-04   1.463929e-13   224
  1.414909e-01   2.974103e-12   5.479655e-04   2.290369e-13   174
  1.446033e-01   2.468578e-12   1.053365e-03   1.408808e-13   288
  1.484650e-01   2.084561e-12   5.185518e-04   1.260689e-13   288
  1.514788e-01   1.842972e-12   1.000184e-03   1.323623e-13   192
  1.554236e-01   1.941003e-12   7.319331e-04   1.153148e-13   252
  1.579196e-01   1.870145e-12   4.361590e-04   1.186419e-13   246
  1.613100e-01   1.634437e-12   8.276231e-04   9.741108e-14   312
  1.643345e-01   1.628674e-12   5.346625e-04   8.474414e-14   248
  1.684860e-01   1.303671e-12   1.131025e-03   6.383356e-14   432
  1.718304e-01   1.590532e-12   9.472090e-04   1.090428e-13   198
  1.751353e-01   1.595386e-12   1.145604e-03   7.293953e-14   456
  1.789950e-01   1.286299e-12   6.685341e-04   7.867760e-14   324
  1.817267e-01   1.232342e-12   7.914724e-04   6.815174e-14   312
  1.851131e-01   1.156544e-12   9.927979e-04   5.982659e-14   408
  1.893262e-01   1.085108e-12   9.168549e-04   5.449077e-14   414
  1.922237e-01   9.321737e-13   7.933788e-04   4.708454e-14   392
  1.951891e-01   1.155223e-12   8.939032e-04   5.787920e-14   408
  1.990919e-01   1.028829e-12   9.488231e-04   4.683895e-14   444
  2.020561e-01   9.730979e-13   7.670392e-04   4.783261e-14   360
  2.058410e-01   8.826042e-13   1.052783e-03   3.344731e-14   678
  2.098438e-01   9.125460e-13   6.748154e-04   5.201073e-14   360
  2.129201e-01   7.791723e-13   1.111301e-03   3.440021e-14   648
